1,4.142857142857143
2,3.6990291262135924
3,3.875
4,3.9375
5,3.170886075949367
6,3.9285714285714284
7,4.333333333333333
8,3.8828828828828827
9,3.761904761904762
10,4.10625
11,3.2477064220183487
12,4.111111111111111
13,3.4069767441860463
14,3.473684210526316
15,3.3
16,2.740740740740741
17,4.125
18,3.711934156378601
19,3.6354679802955663
20,4.0
21,3.235294117647059
22,3.037974683544304
23,3.3004115226337447
24,3.9444444444444446
25,3.671641791044776
26,2.9404388714733543
27,4.218181818181818
28,3.764705882352941
29,3.5232558139534884
30,3.4705882352941178
31,3.7263157894736842
32,3.6052631578947367
33,3.4935897435897436
34,3.954198473282443
35,3.5759493670886076
36,4.210714285714285
37,3.5714285714285716
38,3.5822784810126582
39,3.63265306122449
40,3.4210526315789473
41,3.3157894736842106
42,3.75
43,4.0
44,3.688311688311688
45,2.9662447257383966
46,4.375
47,3.9411764705882355
48,3.0585774058577404
49,3.7325581395348837
50,3.2058823529411766
51,3.903225806451613
52,3.5555555555555554
53,4.230347349177331
54,3.967741935483871
55,4.105263157894737
56,3.9622641509433962
57,2.6666666666666665
58,3.9083094555873927
59,3.476470588235294
60,3.381818181818182
61,2.7142857142857144
62,3.5552763819095476
63,3.358974358974359
64,4.238095238095238
65,4.4375
66,3.95
67,4.352941176470588
68,3.7719298245614037
69,4.176470588235294
70,3.6511627906976742
71,3.739130434782609
72,3.676470588235294
73,3.354679802955665
74,4.0
75,4.043165467625899
76,4.202898550724638
77,2.870967741935484
78,3.6216216216216215
79,3.75
80,3.789473684210526
81,4.367647058823529
82,4.053191489361702
83,3.4683544303797467
84,3.7083333333333335
85,3.0
86,4.315789473684211
87,2.7872340425531914
88,4.12962962962963
89,3.5625
90,3.4804469273743015
91,4.742857142857143
92,2.6997084548104957
93,2.817142857142857
94,3.875
95,3.632911392405063
96,3.5625
97,4.512195121951219
98,3.6666666666666665
99,3.2705882352941176
100,3.0166666666666666
101,4.714285714285714
102,3.1333333333333333
103,4.043956043956044
104,3.3055555555555554
105,4.291666666666667
106,4.027027027027027
107,3.7604166666666665
108,3.206896551724138
109,4.0
110,3.3015873015873014
111,3.767123287671233
112,4.212765957446808
113,3.4814814814814814
114,3.6538461538461537
115,3.9
116,3.764705882352941
117,3.292803970223325
118,3.776536312849162
119,3.602409638554217
120,3.72
121,4.43859649122807
122,2.8
123,3.3703703703703702
124,4.222222222222222
